"Rank","Cites","Authors","Title","Year","Source","Publisher","DOI","Type","Abstract","ArticleURL","Kesesuaian","CitesPerYear","ISSN","Volume","Issue"
"265","0","Milutin Micic, Djordje Antonijevic, Sanja Milutinovic-Smiljanic, Dijana Trisic, Bozana Colovic, Dejana Kosanovic, Bogomir Prokic, Jugoslav Vasic, Slavoljub Zivkovic, Jelena Milasin, Vesna Danilovic, Marija Djuric, Vukoman Jokanovic","Developing a novel resorptive hydroxyapatite-based bone substitute for over-critical size defect reconstruction: physicochemical and biological characterization and proof of concept in segmental rabbit's ulna reconstruction","2020","Biomedizinische Technik. Biomedical engineering","","10.1515/bmt-2019-0218","Journal Article","The aim of this study was to develop novel hydroxyapatite (HAP)-based bioactive bone replacement materials for segmental osteotomy reconstruction. Customized three-dimensional (3D) bone construct was manufactured from nanohydroxyapatite (nHAP) with poly(lactide-co-glycolide) (PLGA) coating using 3D models derived from the computed tomography (CT) scanning of the rabbit's ulna and gradient 3D printing of the bone substitute mimicking the anatomical shape of the natural bone defect. Engineered construct revealed adequate micro-architectural design for successful bone regeneration having a total porosity of 64% and an average pore size of 256 μm. Radiography and micro-CT analysis depicted new bone apposition through the whole length of the reconstructed ulna with a small area of non-resorbed construct in the central area of defect. Histological analysis revealed new bone formation with both endochondral and endesmal type of ossification. Immunohistochemistry analysis depicted the presence of bone formation indicators - bone morphogenetic protein (BMP), osteocalcin (OCN) and osteopontin (OPN) within newly formed bone. Manufactured personalized construct acts as a ""smart"" responsive biomaterial capable of modulating the functionality and potential for the personalized bone reconstruction on a clinically relevant length scale.","","Parsial","0.00","1862-278X","65","4"
"266","0","Di Meng, Xiongxin Lei, Yang Li, Yingjun Kong, Dawei Huang, Guifeng Zhang","Three dimensional polyvinyl alcohol scaffolds modified with collagen for HepG2 cell culture","2020","Journal of biomaterials applications","","10.1177/0885328220933505","Journal Article","The creation of in vitro functional hepatic tissue simulating micro environmental niche of the native liver is a keen area of research due to its demand in bioartificial liver. However, it is still unclear how to maintain benign cell function while achieving the sufficient cell quantity. In this work, we aim to prepare a novel scaffold for the culture of HepG2 cells, a liver cell line, by modifying polyvinyl alcohol (PVA) scaffold with collagen (COL). PVA is a kind of synthetic biostable polymer with high hydrophilicity in the human body, has been widely used in the biomedical field. However, the use of PVA is limited in cell cultures due to lack of biologically active functional groups. In this study, amino silane (KH-550), glutaraldehyde and native type I collagen were used to modify three-dimensional PVA scaffold to establish a suitable composite scaffold for hepatocyte culture. Three types of composite scaffolds were prepared for different collagen content, named as PVA/COL (0.2%), PVA/COL (0.5%) and PVA/COL (0.8%), respectively. The composite scaffolds were characterized by SEM, XPS, FTIR, MS, porosity estimation and water contact angle measurement. The PVA/COL (0.8%) scaffolds had the highest collagen content of 12.13%. The composite scaffold showed high porosity with interconnected pores. Furthermore, the biocompatibility between HepG2 cells and scaffolds was evaluated by the ability of cell proliferation, albumin secretion, as well as urea synthesis. The coating of collagen on PVA scaffolds promoted hydrophilicity and HepG2 cell adhesion. Additionally, enhanced cell proliferation, increased albumin secretion and urea synthesis were observed in HepG2 cells growing on collagen-coated three-dimensional PVA scaffolds.","","Parsial","0.00","1530-8022","35","4"
"267","0","Chao Tao, Wenzhen Zhu, Jabed Iqbal, Chenjie Xu, Dong-An Wang","Stabilized albumin coatings on engineered xenografts for attenuation of acute immune and inflammatory responses","2020","Journal of materials chemistry. B","","10.1039/d0tb01111h","Journal Article","Xenogeneic grafts are promising candidates for transplantation therapy due to their easily accessible sources. Nevertheless, the immune and inflammatory responses induced by xenografts need to be addressed for clinical use. A novel and facile method was introduced for the attenuation of immune and inflammatory responses by extending the immune evasion potential of albumin to the tissue engineering field and coating albumin, which could passivate biomaterial surfaces, onto xenografts. Albumin was first modified by dopamine to enhance its adhesion on graft surfaces. Porcine chondrocytes derived living hyaline cartilage graft (LhCG) and decellularized LhCG (dLhCG) were applied as xenograft models implanted in the omentum of rats. Both LhCG which contained porcine chondrocytes as well as secreted ECM and dLhCG which was mainly composed of the porcine source ECM showed alleviated immune and inflammatory responses after being coated with albumin at cell, protein and gene levels, respectively. Significantly less inflammatory cells including neutrophils, macrophages and lymphocytes were recruited according to pathological analysis and immunohistochemistry staining with lower gene expression encoding inflammation-related cytokines including MCP-1, IL-6 and IL-1β after employing LhCG and dLhCG with albumin passivation coating.","","Ya","0.00","2050-7518","8","28"
"268","0","Maria Teresa Colangelo, Lisa Elviri, Silvana Belletti, Monica Mattarozzi, Paolo Govoni, Carlo Bergonzi, Maria Careri, Ruggero Bettini, Stefano Guizzardi, Carlo Galli","3D-printed chitosan scaffolds modified with D-(+) raffinose and enriched with type IV collagen to improve epithelial cell colonization","2020","Biomedical materials (Bristol, England)","","10.1088/1748-605X/ab9552","Journal Article","Tissue regeneration often requires the use of biocompatible resorbable scaffolds to support the ingrowth of cells from neighboring tissues into a localized tissue defect. Such scaffolds must possess surface molecular cues that stimulate cells to populate the device, the first necessary condition for the formation of a healthy tissue. Chitosan is a natural polymer that has long been tested in biomedical applications because of its high biocompatibility, which can be further increased by modifying its formulation, e.g. adding D-(+) raffinose. We used this formulation in an ad hoc designed 3D printer to create regularly ordered scaffolds, which we then enriched with type IV collagen, an isoform of collagen that is exclusively found in basement membranes. Human epithelial A549 cells were then seeded on control scaffolds or on scaffolds coated with collagen, which was precipitated, or on scaffolds first collagenized and then exposed to either UVB or UVC radiation. Observations by the transmission light microscope, confocal microscope after staining with calcein-AM/propidium iodide, and by environmental scanning electron microscope revealed that collagen-enriched UV-treated scaffolds promoted the attachment of a higher number of cells, which covered a more extensive area of the scaffold, as also confirmed by alamar blue viability assay. Together these data confirm that coating 3D-printed scaffolds made of D-(+) raffinose-modified chitosan with type IV collagen and exposing them to UV light sensibly increases the cell compatibility of scaffolds, making them a better candidate to serve as a tool for the regeneration of epithelia.","","Parsial","0.00","1748-605X","15","5"
"269","0","Dong Joon Lee, Jane Kwon, Yong-Il Kim, Yong Hoon Kwon, Samuel Min, Hae Won Shin","Coating Medpor® Implant with Tissue-Engineered Elastic Cartilage","2020","Journal of functional biomaterials","","10.3390/jfb11020034","Journal Article","Inert biomaterials used for auricular reconstruction, which is one of the most challenging and diverse tasks in craniofacial or head and neck surgery, often cause problems such as capsule formation, infection, and skin extrusion. To solve these problems, scaffold consisting of inert biomaterial, high-density polyethylene (Medpor®) encapsulated with neocartilage, biodegradable poly(DL-lactic-co-glycolic acid) (PLGA) was created using a tissue engineering strategy. PLGA scaffold without Medpor® was created to serve as the control. Scaffolds were vacuum-seeded with rabbit chondrocytes, freshly isolated from the ear by enzymatic digestion. Then, cell-seeded scaffolds were implanted subcutaneously in the dorsal pockets of nude mice. After 12 weeks, explants were analyzed by histological, biochemical, and mechanical evaluations. Although the PLGA group resulted in neocartilage formation, the PLGA-Medpor® group demonstrated improved outcome with the formation of well-surrounded cartilage around the implants with higher mechanical strength than the PLGA group, indicating that Medpor® has an influence on the structural strength of engineered cartilage. The presence of collagen and elastin fibers was evident in the histological section in both groups. These results demonstrated a novel method of coating implant material with engineered cartilage to overcome the limitations of using biodegradable scaffold in cartilage tissue regeneration. By utilizing the patient's own chondrocytes, our proposed method may broaden the choice of implant materials while minimizing side effects and immune reaction for the future medical application.","","Ya","0.00","2079-4983","11","2"
"270","0","Michael Dau, Lisann Volprich, Eberhard Grambow, Brigitte Vollmar, Bernhard Frerich, Bilal Al-Nawas, Peer W Kämmerer","Collagen membranes of dermal and pericardial origin-In vivo evolvement of vascularization over time","2020","Journal of biomedical materials research. Part A","","10.1002/jbm.a.36989","Journal Article","Aim of the study was to compare the evolvement of vascularization over time of collagen membranes (CMs) of dermal and pericardial origin in an in vivo animal study. Twenty-eight mice underwent implantation of three commercially available CM derived from porcine dermis (homogenous structure: CM1 (Control 1) and bilayer structure: CM2 [Control 2]), from porcine pericardium (CM3; Test 1) as well as CM3 sprayed with silica-enhanced nanostructured hydroxyapatite (CM4, Test 2). After 3, 6, 9, and 12 days, intravital fluorescence microscopy was conducted for determination of capillary diameter, density, flow, and length. At Day 12, samples were examined immunohistologically for expression of fibroblast growth factor receptor 4 (FGFR4), CD11b, CD68, αSMA, and CD34. In all CM, intravital fluorescence microscopy over time showed increasing values for all parameters with the highest levels in CM4 and the lowest values in CM1. Significant lower amounts of FGFR4, CD11b, and CD68 were detected in CM4 when compared to CM2 (p < .05). In contrast to CM3, lower values of αSMA and higher numbers of CD34 positive-marked vessels were observed in CM4 (p < .05). In conclusion, dermal bilayer as well as pericardial CM seem to have a higher vascularization rate than dermal homogenous CM. Additional coating of pericardial CM with a silica-enhanced hydroxyapatite increases the speed of vascularization as well as biological remodeling processes.","","Parsial","0.00","1552-4965","108","12"
"271","0","Madalina Icriverzi, Valentina Dinca, Magdalena Moisei, Robert W Evans, Mihaela Trif, Anca Roseanu","Lactoferrin in Bone Tissue Regeneration","2020","Current medicinal chemistry","","10.2174/0929867326666190503121546","Journal Article","Among the multiple properties exhibited by lactoferrin (Lf), its involvement in bone regeneration processes is of great interest at the present time. A series of in vitro and in vivo studies have revealed the ability of Lf to promote survival, proliferation and differentiation of osteoblast cells and to inhibit bone resorption mediated by osteoclasts. Although the mechanism underlying the action of Lf in bone cells is still not fully elucidated, it has been shown that its mode of action leading to the survival of osteoblasts is complemented by its mitogenic effect. Activation of several signalling pathways and gene expression, in an LRPdependent or independent manner, has been identified. Unlike the effects on osteoblasts, the action on osteoclasts is different, with Lf leading to a total arrest of osteoclastogenesis. Due to the positive effect of Lf on osteoblasts, the potential use of Lf alone or in combination with different biologically active compounds in bone tissue regeneration and the treatment of bone diseases is of great interest. Since the bioavailability of Lf in vivo is poor, a nanotechnology- based strategy to improve the biological properties of Lf was developed. The investigated formulations include incorporation of Lf into collagen membranes, gelatin hydrogel, liposomes, loading onto nanofibers, porous microspheres, or coating onto silica/titan based implants. Lf has also been coupled with other biologically active compounds such as biomimetic hydroxyapatite, in order to improve the efficacy of biomaterials used in the regulation of bone homeostasis. This review aims to provide an up-to-date review of research on the involvement of Lf in bone growth and healing and on its use as a potential therapeutic factor in bone tissue regeneration.","","Parsial","0.00","1875-533X","27","6"
"272","0","Shaghayegh Arasteh, Sayeh Khanjani, Hannaneh Golshahi, Sahba Mobini, Masoud Taghizadeh Jahed, Hamed Heidari-Vala, Haleh Edalatkhah, Somaieh Kazemnejad","Efficient Wound Healing Using a Synthetic Nanofibrous Bilayer Skin Substitute in Murine Model","2020","The Journal of surgical research","","10.1016/j.jss.2019.07.017","Journal Article","Treatment of full-thickness skin wounds with minimal scarring and complete restoration of native tissue properties still exists as a clinical challenge. A bilayer skin substitute was fabricated by coating human amniotic membrane (AM) with electrospun silk fibroin nanofibers, and its in vivo biological behavior was studied using murine full-thickness skin wound model. Donut-shaped silicon splints were utilized to prevent wound contraction in mouse skin and simulate re-epithelialization, which is the normal path of human wound healing. Skin regeneration using the bilayer scaffold was compared with AM and untreated defect after 30 d. Tissue samples were taken from healed wound areas and investigated through histopathological and immunohistochemical staining to visualize involucrin (IVL), P63, collagen I, CD31, and vascular endothelial growth factor. In addition, mRNA expression of IVL, P63, interleukin-6, and cyclooxygenase-2 was studied. The application of bilayer scaffold resulted in the best epidermal and dermal regeneration, demonstrated by histopathological examination and molecular analysis. In regenerated wounds of the bilayer scaffold group, the mRNA expression levels of inflammatory markers (interleukin-6 and cyclooxygenase-2) were downregulated, and the expression pattern of keratinocyte markers (IVL and P63) at both mRNA and protein levels was more similar to native tissue in comparison with AM and no-treatment groups. There was no significant difference in the expression level of collagen I, CD31, and vascular endothelial growth factor among different groups. Conclusively, these promising results serve as a supporting evidence for proceeding to clinical phase to examine the capacity of this bilayer scaffold for human skin regeneration.","","Parsial","0.00","1095-8673","245",""
"273","0","Anh Tan Truong, Keisuke Hamada, Yuji Yamada, Hao Guo, Yamato Kikkawa, Curtis T Okamoto, J Andrew MacKay, Motoyoshi Nomizu","Evaluation of extracellular matrix mimetic laminin bioactive peptide and elastin-like polypeptide","2020","FASEB journal : official publication of the Federation of American Societies for Experimental Biology","","10.1096/fj.201902794R","Evaluation Study","The extracellular matrix (ECM) is comprised of a large network of proteins that are essential for tissue development and repair. A bioactive RGD-containing peptide from laminin α1 chain, A99 (AGTFALRGDNPQG), promotes strong cell attachment and has demonstrated utility in cell culture and tissue engineering. Various materials can be utilized as a scaffold for bioactive peptides; however, it may be advantageous to design materials that use bioconjugation strategies that do not affect bioactivity, generate homogenous products, and can be produced at scale. This report is the first to compare the methods for preparing chemically conjugated and recombinant A99 to elastin-like polypeptides (ELPs) as the scaffold and characterize the biological and cell attachment activity using human dermal fibroblasts (HDFs). ELPs are biocompatible protein-polymers that are also thermo-responsive. Below a lower critical solution temperature (LCST), they are highly soluble. Above the LCST, ELPs phase separate into a polymer-rich liquid, known as a coacervate. Both chemically conjugated and recombinant fusion between A99 and an ELP (A99-ELP-R) show dose-dependent cell attachment. In addition, coating above the LCST provides better cell spreading compared to coating at 4°C. ELPs provide an excellent structural framework for deposition of bioactive peptides of the ECM, and their intrinsic biophysical properties make laminin peptide-ELPs promising biomaterials for cell culture and tissue engineering.","","Parsial","0.00","1530-6860","34","5"
"274","0","Huey-Shan Hung, Shan-Hui Hsu","Surface Modification by Nanobiomaterials for Vascular Tissue Engineering Applications","2020","Current medicinal chemistry","","10.2174/0929867325666180914104633","Journal Article","Treatment of cardiovascular disease has achieved great success using artificial implants, particularly synthetic-polymer made grafts. However, thrombus formation and restenosis are the current clinical problems need to be conquered. New biomaterials, modifying the surface of synthetic vascular grafts, have been created to improve long-term patency for the better hemocompatibility. The vascular biomaterials can be fabricated from synthetic or natural polymers for vascular tissue engineering. Stem cells can be seeded by different techniques into tissue-engineered vascular grafts in vitro and implanted in vivo to repair the vascular tissues. To overcome the thrombogenesis and promote the endothelialization effect, vascular biomaterials employing nanotopography are more bio-mimic to the native tissue made and have been engineered by various approaches such as prepared as a simple surface coating on the vascular biomaterials. It has now become an important and interesting field to find novel approaches to better endothelization of vascular biomaterials. In this article, we focus to review the techniques with better potential improving endothelization and summarize for vascular biomaterial application. This review article will enable the development of biomaterials with a high degree of originality, innovative research on novel techniques for surface fabrication for vascular biomaterials application.","","Ya","0.00","1875-533X","27","10"
"275","0","Chun-Wei Chang, Jian-Hong Lee, Pen-Hsiu Grace Chao","Chemical Optimization for Functional Ligament Tissue Engineering","2020","Tissue engineering. Part A","","10.1089/ten.TEA.2019.0142","Journal Article","Electrospun materials are widely used for functional tissue engineering for its robust production and biomimetic properties. Several issues persist, however, including heterogeneous cell distribution, insufficient matrix elaboration/accumulation, and limited construct size. We took three synergistic approaches to address these issues by modifying the chemical microenvironment for the seeded cells. Instead of the commonly used fibronectin, we demonstrated that type I collagen (COL) coating, facilitated by polydopamine treatment, promoted cell infiltration into the fibrous scaffold and resulted in homogeneous distribution in one week. Sequential treatment with fibroblast growth factor and transforming growth factor-β after cell infiltration enhanced cell proliferation and matrix deposition, with increased lysyl oxidase and decreased matrix metalloproteinase-1 expressions. Finally, lamination of the fibrous sheets with fibrin gel not only increased construct size, but further stimulated COL deposition and improved construct mechanical functionalities in combination with sequential growth factor supplementation. These soluble and insoluble chemical optimizations encouraged rapid and robust construct development for a functional engineered ligament graft and can be adapted for the engineering of other tissues. Impact Statement Ligament and tendon injuries are some of the most common orthopedic injuries with long-term repercussions. Tissue engineered grafts provide a promising alternative to autograft and allografts. We present in this study robust and synergistic chemical optimization approaches for the functional engineering of ligament grafts. Moreover, these approaches can be adapted for a variety of other tissues to improve homogeneous construct development.","","Parsial","0.00","1937-335X","26","1"
"276","0","Sang-Woo Lee, Ji Hyun Ryu, Min Jae Do, Eun Namkoong, Haeshin Lee, Kyungpyo Park","NiCHE Platform: Nature-Inspired Catechol-Conjugated Hyaluronic Acid Environment Platform for Salivary Gland Tissue Engineering","2020","ACS applied materials & interfaces","","10.1021/acsami.9b20546","Journal Article","Recently, there has been growing interest in replacing severely damaged salivary glands with artificial salivary gland functional units created in vitro by tissue engineering approaches. Although various materials such as poly(lactic-co-glycolic acid), polylactic acid, poly(glycolic acid), and polyethylene glycol hydrogels have been used as scaffolds for salivary gland tissue engineering, none of them is effective enough to closely recapitulate the branched structural complexity and heterogeneous cell population of native salivary glands. Instead of discovering new biomaterial candidates, we synthesized hyaluronic acid-catechol (HACA) conjugates to establish a versatile hyaluronic acid coating platform named ""NiCHE (nature-inspired catechol-conjugated hyaluronic acid environment)"" for boosting the salivary gland tissue engineering efficacy of the previously reported biomaterials. By mimicking hyaluronic acid-rich niche in the mesenchyme of embryonic submandibular glands (eSMGs) with NiCHE coating on substrates including polycarbonate membrane, stiff agarose hydrogel, and polycaprolactone scaffold, we observed significantly enhanced cell adhesion, vascular endothelial and progenitor cell proliferation, and branching of in vitro-cultured eSMGs. High mechanical stiffness of the substrate is known to inhibit eSMG growth, but the NiCHE coating significantly reduced such stiffness-induced negative effects, leading to successful differentiation of progenitor cells to functional acinar and myoepithelial cells. These enhancement effects of the NiCHE coating were due to the increased proliferation of vascular endothelial cells via interaction between CD44 and surface-immobilized HAs. As such, our NiCHE coating platform renders any kind of material highly effective for salivary gland tissue culture by mimicking in vivo embryonic mesenchymal HA. Based on our results, we expect the NiCHE coating to expand the range of biomaterial candidates for salivary glands and other branching epithelial organs.","","Parsial","0.00","1944-8252","12","4"
"277","0","Eitan Mijiritsky, Chiara Gardin, Letizia Ferroni, Zsombor Lacza, Barbara Zavan","Albumin-impregnated bone granules modulate the interactions between mesenchymal stem cells and monocytes under in vitro inflammatory conditions","2020","Materials science & engineering. C, Materials for biological applications","","10.1016/j.msec.2020.110678","Journal Article","Bone regeneration around newly implanted biomaterials is a complex process, which in its early phases involves the interactions between Mesenchymal Stem Cells (MSCs) and immune cells. The response of these cells to the biomaterial depends both on the local microenvironment and on the characteristics of the inserted bone substitute. In this work, bone allografts impregnated with albumin are loaded with a co-culture of human MSCs and monocytes; bone granules without albumin are used for comparison. Co-cultures are contextually treated with pro-inflammatory cytokines to simulate the inflammatory milieu naturally present during the bone regeneration process. As revealed by microscopic images, albumin-impregnated bone granules promote adhesion and interactions between cells populations. Compared to control granules, albumin coating diminishes reactive species production by cells. This reduced oxidative stress may be attributable to antioxidant properties of albumin, and it is also reflected in the mitigated gene expression of mitochondrial electron transport chain complexes, where most intracellular reactive molecules are generated. MSCs-monocytes co-cultured onto albumin-impregnated bone granules additionally release higher amounts of immunomodulatory cytokines and growth factors. In summary, this work demonstrates that impregnation of bone granules with albumin positively modulates the interactions between MSCs and immune cells, consequently influencing their mutual activities and immunomodulatory functions.","","Parsial","0.00","1873-0191","110",""
"278","0","Nguyen T B Linh, Celine D G Abueva, Dong-Woo Jang, Byong-Taek Lee","Collagen and bone morphogenetic protein-2 functionalized hydroxyapatite scaffolds induce osteogenic differentiation in human adipose-derived stem cells","2020","Journal of biomedical materials research. Part B, Applied biomaterials","","10.1002/jbm.b.34485","Journal Article","Surface modification is one important way to fabricate successful biocompatible materials in bone tissue engineering. Hydroxyapatite (HAp) materials have received considerable attention as suitable bioceramics for manufacturing osseous implants because of their similarity to bone mineral in terms of chemical composition. In this study, the surface of porous HAp scaffold was modified by collagen treatment and bone morphogenetic protein-2 (BMP-2) conjugation. The surface modification did not affect the HAp scaffold's bulk properties. No significant difference in compressive strength was found among different scaffolds, with HAp, collagen modified HAp, and collagen-BMP-2-functionalized HAp having compressive strengths of 45.8 ± 3.12, 51.2 ± 4.09, and 50.7 ± 3.98 MPa, respectively. In vitro studies were performed to compare adhesion and osteogenic differentiation between human adipose-derived stem cells (hADSCs) with modified surfaces and those unmodified HAp surfaces. Collagen or BMP-2 alone was insufficient and that both collagen and BMP-2 are necessary to get the desired results. The findings suggest the possibility of using three-dimensional HAp scaffold treated with gold-standard collagen coating and highly researched BMP-2 growth factor as a platform to deliver hADSCs. Results of this study could be used to develop treatment strategy for regenerating completely transected models using more synergistic approaches.","","Parsial","0.00","1552-4981","108","4"
"279","0","Johanna F M Verstappen, Jianfeng Jin, Gülistan Koçer, Mohammad Haroon, Pascal Jonkheijm, Astrid D Bakker, Jenneke Klein-Nulend, Richard T Jaspers","RGD-functionalized supported lipid bilayers modulate pre-osteoblast adherence and promote osteogenic differentiation","2020","Journal of biomedical materials research. Part A","","10.1002/jbm.a.36870","Journal Article","Biomaterial integration into bone requires optimal surface conditions to promote osteoprogenitor behavior, which is affected by integrin-binding via arginine-glycine-aspartate (RGD). RGD-functionalized supported lipid bilayers (SLBs) might be interesting as biomaterial coating in bone regeneration, because they allow integration of proteins, for example, growth factors, cytokines, and/or antibacterial agents. Since it is unknown whether and how they affect osteoprogenitor adhesion and differentiation, the aim was to investigate adhesion, focal adhesion formation, morphology, proliferation, and osteogenic potential of pre-osteoblasts cultured on RGD-functionalized SLBs compared to unfunctionalized SLBs and poly-l-lysine (PLL). After 17 hr, pre-osteoblast density on SLBs without or with RGD was similar, but lower than on PLL. Cell surface area, elongation, and number and size of phospho-paxillin clusters were also similar. Cells on SLBs without or with RGD were smaller, more elongated, and had less and smaller phospho-paxillin clusters than on PLL. OPN expression was increased on SLBs with RGD compared to PLL. Moreover, after 1 week, COL1a1 expression was increased on SLBs without or with RGD. In conclusion, pre-osteoblast adhesion and enhanced differentiation were realized for the first time on RGD-functionalized SLBs, pointing to a new horizon in the management of bone regeneration using biomaterials. Together with SLBs nonfouling nature and the possibility of adjusting SLB fluidity and peptide content make SLBs highly promising as substrate to develop innovative biomimetic coatings for biomaterials in bone regeneration.","","Parsial","0.00","1552-4965","108","4"
"280","0","Cedryck Vaquette, Nathalie Bock, Phong A Tran","Layered Antimicrobial Selenium Nanoparticle-Calcium Phosphate Coating on 3D Printed Scaffolds Enhanced Bone Formation in Critical Size Defects","2020","ACS applied materials & interfaces","","10.1021/acsami.0c17017","Journal Article","Preventing bacterial colonization on scaffolds while supporting tissue formation is highly desirable in tissue engineering as bacterial infection remains a clinically significant risk to any implanted biomaterials. Elemental selenium (Se0) nanoparticles have emerged as a promising antimicrobial biomaterial without tissue cell toxicity, yet it remains unknown if their biological properties are from soluble Se ions or from direct cell-nanoparticle interactions. To answer this question, in this study, we developed a layered coating consisting of a Se nanoparticle layer underneath a micrometer-thick, biomimetic calcium phosphate (CaP) layer. We showed, for the first time, that the release of soluble HSe- ions from the Se nanoparticles strongly inhibited planktonic growth and biofilm formation of key bacteria, Staphylococcus aureus. The Se-CaP coating was found to support higher bone formation than the CaP-only coating in critical-size calvarial defects in rats; this finding could be directly attributed to the released soluble Se ions as the CaP layers in both groups had no detectable differences in the porous morphology, chemistry, and release of Ca or P. The Se-CaP coating was highly versatile and applicable to various surface chemistries as it formed through simple precipitation from aqueous solutions at room temperature and therefore could be promising in bone regeneration scaffolds or orthopedic implant applications.","","Ya","0.00","1944-8252","12","50"
"281","0","Kieran Lau, Behnam Akhavan, Megan S Lord, Marcela M Bilek, Jelena Rnjak-Kovacina","Dry Surface Treatments of Silk Biomaterials and Their Utility in Biomedical Applications","2020","ACS biomaterials science & engineering","","10.1021/acsbiomaterials.0c00888","Journal Article","Silk-based materials are widely used in biomaterial and tissue engineering applications due to their cytocompatibility and tunable mechanical and biodegradation properties. Aqueous-based processing techniques have enabled the fabrication of silk into a broad range of material formats, making it a highly versatile material platform across multiple industries. Utilizing the full potential of silk in biomedical applications frequently requires modification of silk's surface properties. Dry surface modification techniques, including irradiation and plasma treatment, offer an alternative to the conventional wet chemistry strategies to modify the physical and chemical properties of silk materials without compromising their bulk properties. While dry surface modification techniques are more prevalent in textiles and sterilization applications, the range of modifications available and resultant changes to silk materials all point to the utility of dry surface modification for the development of new, functional silk biomaterials. Dry surface treatment affects the surface chemistry, secondary structure, molecular weight, topography, surface energy, and mechanical properties of silk materials. This Review describes and critically evaluates the effect of physical dry surface modification techniques, including irradiation and plasma processes, on silk materials and discusses their utility in biomedical applications, including recent examples of modulation of cell/protein interactions on silk biomaterials, in vivo performance of implanted biomaterials, and applications in material biofunctionalization and lithographic surface patterning approaches.","","Parsial","0.00","2373-9878","6","10"
"282","0","Adam J Janvier, Elizabeth Canty-Laird, James R Henstock","A universal multi-platform 3D printed bioreactor chamber for tendon tissue engineering","2020","Journal of tissue engineering","","10.1177/2041731420942462","Journal Article","A range of bioreactors use linear actuators to apply tensile forces in vitro, but differences in their culture environments can limit a direct comparison between studies. The widespread availability of 3D printing now provides an opportunity to develop a 'universal' bioreactor chamber that, with minimal exterior editing can be coupled to a wide range of commonly used linear actuator platforms, for example, the EBERS-TC3 and CellScale MCT6, resulting in a greater comparability between results and consistent testing of potential therapeutics. We designed a bioreactor chamber with six independent wells that was 3D printed in polylactic acid using an Ultimaker 2+ and waterproofed using a commercially available coating (XTC-3D), an oxirane resin. The cell culture wells were further coated with Sylgard-184 polydimethylsiloxane (PDMS) to produce a low-adhesion well surface. With appropriate coating and washing steps, all materials were shown to be non-cytotoxic by lactate dehydrogenase assay, and the bioreactor was waterproof, sterilisable and reusable. Tissue-engineered tendons were generated from human mesenchymal stem cells in a fibrin hydrogel and responded to 5% cyclic strain (0.5 Hz, 5 h/day, 21 days) in the bioreactor by increased production of collagen-Iα1 and decreased production of collagen-IIIα1. Calcification of the extracellular matrix was observed in unstretched tendon controls indicating abnormal differentiation, while tendons cultured under cyclic strain did not calcify and exhibited a tenogenic phenotype. The ease of manufacturing this bioreactor chamber enables researchers to quickly and cheaply reproduce this culture environment for use with many existing bioreactor actuator platforms by downloading the editable CAD files from a public database and following the manufacturing steps we describe.","","Parsial","0.00","2041-7314","11",""
"283","0","Jingjing Fu, Xiao Bai Li, Lin Xiang Wang, Xiao Hui Lv, Zhisong Lu, Feng Wang, Qingyou Xia, Ling Yu, Chang Ming Li","One-Step Dip-Coating-Fabricated Core-Shell Silk Fibroin Rice Paper Fibrous Scaffolds for 3D Tumor Spheroid Formation","2020","ACS applied bio materials","","10.1021/acsabm.0c00679","Journal Article","Bioscaffolds are important substrates for supporting three-dimensional (3D) cell cultures. Silk fibroin (SF) is an attractive biomaterial in tissue engineering because of its good biocompatibility and mechanical properties. Electrospinning is one of the most often used approaches to fabricate SF fibrous scaffolds; yet, this technique still faces many challenges, such as low yield, residual organic solvents, limited extensibility of fibers, and a lack of spatial control over pore size. To circumvent these limitations, a core-shell SF on rice paper (SF@RP) fibrous scaffold was fabricated using a mild one-step dip-coating method. The cellulose fiber matrix of RP is the physical basis of the 3D scaffold, whereas the SF coating on the cellulose fiber controls the adhesion/spreading of the cells. The results indicated that by tuning the secondary structure of SF on the surface of a SF@RP scaffold, the cell behavior on SF@RP could be tuned. Tumor spheroids can be formed on SF@RP scaffolds with a dominant random secondary structure, in contrast to cells adhering and spreading on SF@RP scaffolds with a higher ratio of β-sheet secondary structures. Direct culturing of breast cancer MDA-MB-231 and MCF-7, lung cancer A549, prostate cancer DU145, and liver cancer HepG2 cells could spontaneously lead to corresponding tumor spheroids on SF@RP. In addition, the physiological characteristics of HepG2 tumor spheroids were investigated, and the results showed that compared with HepG2 monolayer cells, CYP3A4, CYP1A1, and albumin gene expression levels in HepG2 cell spheres formed on SF@RP scaffolds were significantly higher. Moreover, these spheroids showed higher drug resistance. In summary, these SF@RP scaffolds prepared by the dip-coating method are biocompatible substrates for cell culture, especially for tumor cell spheroid formation.","","Ya","0.00","2576-6422","3","11"
